41,Ethiopia,304000000,312000000,333000000,348000000,349000000,363000000,375000000,406000000,439000000,484000000,507000000,580000000,630000000,690000000,675000000,717000000,721000000,712000000,721000000,1062000000,1082000000,1151000000,1263000000,1354000000,1428000000,1510000000,1566000000,1579000000,1605000000,1646000000,1992000000,2023000000,2280000000,2521000000,2833000000,3259000000,3369000000
42,Finland,10627000000,10323000000,10515000000,12631000000,12152000000,9435000000,12120000000,9742000000,10870000000,10216000000,13653000000,13088000000,13579000000,13246000000,12333000000,12389000000,13795000000,13361000000,13029000000,10859000000,13197000000,15107000000,13476000000,11787000000,12925000000,11860000000,12242000000,15051000000,12780000000,14660000000,13205000000,10776000000,9591000000,15070000000,13784000000,11494000000,14177000000
43,France,48847000000,48822000000,47688000000,56222000000,60102000000,48550000000,76312000000,68348000000,66403000000,69516000000,72186000000,70557000000,69435000000,65681000000,61916000000,62483000000,70498000000,76522000000,46637000000,53804000000,57603000000,68961000000,64913000000,78818000000,72925000000,66091000000,63789000000,62100000000,72558000000,67137000000,74634000000,60598000000,59159000000,59879000000,51752000000,56140000000,58187000000
44,Gabon,0,5000000,5000000,100000000,143000000,162000000,301000000,296000000,310000000,260000000,412000000,487000000,547000000,610000000,667000000,693000000,698000000,709000000,675000000,705000000,707000000,712000000,710000000,746000000,791000000,770000000,809000000,812000000,831000000,803000000,878000000,923000000,900000000,893000000,814000000,945000000,801000000
45,Georgia,,,,,,,,,,,,,,,,,,,,7577000000,7423000000,6504000000,6602000000,6772000000,5203000000,6000000000,6047000000,6372000000,6442000000,5860000000,5542000000,6767000000,6526000000,6049000000,6236000000,5315000000,6815000000
46,Germany,13455000000,13199000000,15233000000,17640000000,17053000000,13848000000,17573000000,18358000000,18377000000,19069000000,19905000000,19737000000,18703000000,18474000000,17371000000,18566000000,20336000000,20065000000,18219000000,17426000000,14891000000,17397000000,17878000000,19930000000,21780000000,21957000000,17357000000,17216000000,19647000000,21732000000,22733000000,23124000000,19264000000,21077000000,19581000000,19931000000,20904000000
47,Ghana,2909000000,3321000000,3872000000,4078000000,3949000000,4174000000,4394000000,3721000000,4631000000,5276000000,5341000000,4941000000,2548000000,1799000000,2987000000,4372000000,4676000000,4808000000,5231000000,5721000000,6109000000,6602000000,6291000000,6082000000,6097000000,6625000000,6851000000,3830000000,5169000000,6610000000,6609000000,5036000000,3885000000,5281000000,5629000000,5619000000,3727000000
48,Greece,2652000000,2677000000,2223000000,2347000000,2015000000,1879000000,1922000000,2988000000,3566000000,3405000000,3407000000,3561000000,2340000000,2862000000,2805000000,3235000000,2780000000,2366000000,1900000000,1769000000,3099000000,2203000000,2282000000,2599000000,3529000000,4348000000,3882000000,3717000000,4592000000,3693000000,2097000000,2800000000,4766000000,4672000000,5017000000,5865000000,2591000000
49,Guatemala,260000000,223000000,233000000,251000000,284000000,313000000,234000000,283000000,275000000,234000000,288000000,398000000,658000000,496000000,554000000,1650000000,1566000000,1736000000,1809000000,1762000000,1757000000,1278000000,1611000000,1598000000,1674000000,2089000000,2378000000,1615000000,2082000000,2286000000,1927000000,1702000000,2477000000,2434000000,3234000000,3827000000,3630000000
50,Haiti,27000000,79000000,84000000,126000000,172000000,170000000,154000000,190000000,194000000,220000000,249000000,242000000,197000000,200000000,216000000,318000000,320000000,392000000,406000000,457000000,332000000,321000000,274000000,233000000,253000000,272000000,200000000,306000000,405000000,283000000,283000000,260000000,255000000,260000000,265000000,271000000,154000000
